"Powertrain","Year","Country","chemistry","MWh","chem_share_mwh"
"PHEV","2022","Nepal","NMC 811",0.148684340657438,0.0987279818442482
"PHEV","2022","Netherlands","NMC 111",92.1596123746612,0.17539583867942
"PHEV","2022","Netherlands","LMO",14.3796,0.0273668902992048
"PHEV","2022","Netherlands","NMC 622",243.615652427035,0.4636431357715
"PHEV","2022","Netherlands","NMC 532",80.9357354148162,0.154034840495058
"PHEV","2022","Netherlands","NMC 811",94.3472497834878,0.179559294754818
"PHEV","2022","New Zealand","NMC 111",9.79576616047017,0.0958757203375714
"PHEV","2022","New Zealand","LMO",37.7706,0.369678432831073
"PHEV","2022","New Zealand","NMC 622",29.042098703738,0.284248530204
"PHEV","2022","New Zealand","NMC 532",11.181298872133,0.109436573527187
"PHEV","2022","New Zealand","NMC 811",14.3817362636588,0.140760743100168
"PHEV","2022","Norway","NMC 111",26.4127785264781,0.0975757994859362
"PHEV","2022","Norway","LMO",2.8704,0.0106040178455158
"PHEV","2022","Norway","NMC 622",188.539569653138,0.696515106322375
"PHEV","2022","Norway","NMC 532",22.7907156701943,0.0841949399661432
"PHEV","2022","Norway","NMC 811",30.0763861501898,0.11111013638003
"PHEV","2022","Oman","NMC 111",0.0880763727990537,0.0824376383368155
"PHEV","2022","Oman","NMC 622",0.695000695994637,0.650506080114786
"PHEV","2022","Oman","NMC 532",0.120364226946024,0.112658392873478
"PHEV","2022","Oman","NMC 811",0.164958704260285,0.15439788867492
"PHEV","2022","Panama","NMC 111",0.0193295666283488,0.0425480225145251
"PHEV","2022","Panama","NMC 622",0.284863771053796,0.627038897322906
"PHEV","2022","Panama","NMC 532",0.113980784391723,0.250893207994108
"PHEV","2022","Panama","NMC 811",0.0361258779261318,0.079519872168461
"PHEV","2022","Paraguay","NMC 111",0.0471899595554937,0.0354013199966195
"PHEV","2022","Paraguay","LFP",0.358,0.268567141785446
"PHEV","2022","Paraguay","NMC 622",0.619122718097172,0.464458153111157
"PHEV","2022","Paraguay","NMC 532",0.210237817799701,0.157717792797975
"PHEV","2022","Paraguay","NMC 811",0.0984495045476332,0.0738555923088021
"PHEV","2022","Peru","NMC 111",0.0760922530640319,0.0349688662978088
"PHEV","2022","Peru","NMC 622",1.52015095981926,0.698598786681644
"PHEV","2022","Peru","NMC 532",0.25671850858326,0.117977255782748
"PHEV","2022","Peru","NMC 811",0.323038278533451,0.148455091237799
"PHEV","2022","Philippines","NMC 111",0.0103355524256906,0.00929706973616141
"PHEV","2022","Philippines","LFP",0.6405,0.57614464333903
"PHEV","2022","Philippines","NMC 622",0.382116527436469,0.343722701660942
"PHEV","2022","Philippines","NMC 532",0.0348698783025207,0.0313662663511025
"PHEV","2022","Philippines","NMC 811",0.04387804183532,0.0394693189127642
"PHEV","2022","Poland","NMC 111",31.4622410343705,0.18683690041709
"PHEV","2022","Poland","LMO",6.486,0.0385167774533735
"PHEV","2022","Poland","NMC 622",81.022469273991,0.48114776715219
"PHEV","2022","Poland","NMC 532",21.2161699787633,0.12599113436401
"PHEV","2022","Poland","NMC 811",28.2072697128752,0.167507420613336
"PHEV","2022","Portugal","NMC 111",40.6869920337866,0.175187545194265
"PHEV","2022","Portugal","LMO",5.4648,0.0235299993713622
"PHEV","2022","Portugal","NMC 622",109.455553224778,0.471286981878776
"PHEV","2022","Portugal","NMC 532",36.4292462612551,0.156854805597008
"PHEV","2022","Portugal","NMC 811",40.21160848018,0.173140667958589
"PHEV","2022","Qatar","NMC 111",0.0523674855510125,0.0475592458005744
"PHEV","2022","Qatar","NMC 622",0.74954842744279,0.68072693437725
"PHEV","2022","Qatar","NMC 532",0.132479850714733,0.120315912010474
"PHEV","2022","Qatar","NMC 811",0.166704236291464,0.151397907811701
"PHEV","2022","Romania","NMC 111",10.1253060720083,0.196770076927649
"PHEV","2022","Romania","LMO",1.8216,0.0354000530534392
"PHEV","2022","Romania","NMC 622",23.824280088853,0.462989009170724
"PHEV","2022","Romania","NMC 532",6.78555458858595,0.131867035810798
"PHEV","2022","Romania","NMC 811",8.90080925055275,0.17297382503739
"PHEV","2022","Russian Federation","NMC 111",0.0506570526961242,0.0756640070143751
"PHEV","2022","Russian Federation","NMC 622",0.532312083555113,0.795088997095016
"PHEV","2022","Russian Federation","NMC 532",0.0383161953109343,0.0572310609573328
"PHEV","2022","Russian Federation","NMC 811",0.0482146684378285,0.0720159349332764
"PHEV","2022","Rwanda","LMO",1.7112,1
"PHEV","2022","Saudi Arabia","NMC 111",0.130934971102025,0.0739494923201316
"PHEV","2022","Saudi Arabia","NMC 622",1.04129685488558,0.58810395057358
"PHEV","2022","Saudi Arabia","NMC 532",0.264959701429466,0.149644019783953
"PHEV","2022","Saudi Arabia","NMC 811",0.333408472582928,0.188302537322336
"PHEV","2022","Serbia","NMC 111",0.664575811226832,0.322218575140282
"PHEV","2022","Serbia","NMC 622",0.799817714881787,0.387790407215412
"PHEV","2022","Serbia","NMC 532",0.338393717982139,0.164069681445886
"PHEV","2022","Serbia","NMC 811",0.259712755909242,0.12592133619842
"PHEV","2022","Singapore","NMC 111",2.13090383438995,0.29750631191265
"PHEV","2022","Singapore","NMC 622",2.61610515118252,0.365247733165216
"PHEV","2022","Singapore","NMC 532",1.09378869606752,0.152709397640158
"PHEV","2022","Singapore","NMC 811",1.32175231836001,0.184536557281976
"PHEV","2022","Slovak Republic","NMC 111",5.29187931198386,0.203940131183815
"PHEV","2022","Slovak Republic","LMO",0.4278,0.0164866927185701
"PHEV","2022","Slovak Republic","NMC 622",11.2648068522004,0.434126716003438
"PHEV","2022","Slovak Republic","NMC 532",3.78890153245995,0.146017894592301
"PHEV","2022","Slovak Republic","NMC 811",5.17481230335579,0.199428565501876
"PHEV","2022","Slovenia","NMC 111",0.885088562474651,0.0829589054714267
"PHEV","2022","Slovenia","LMO",0.759,0.0711406879745056
"PHEV","2022","Slovenia","NMC 622",4.47784250103156,0.419705923800878
"PHEV","2022","Slovenia","NMC 532",1.75441925016596,0.16444083327078
"PHEV","2022","Slovenia","NMC 811",2.79264968632783,0.26175364948241
"PHEV","2022","South Africa","NMC 111",0.043378865521453,0.018405051347725
"PHEV","2022","South Africa","NMC 622",1.98301190797,0.841364465174596
"PHEV","2022","South Africa","NMC 532",0.146350741531206,0.0620945910014025
"PHEV","2022","South Africa","NMC 811",0.184158484977337,0.078135892476277
"PHEV","2022","Spain","NMC 111",113.164602332205,0.165275229290272
"PHEV","2022","Spain","LMO",18.0642,0.026382497136171
"PHEV","2022","Spain","NMC 622",331.497981015909,0.484147902193217
"PHEV","2022","Spain","NMC 532",91.3018373322886,0.133344984109247
"PHEV","2022","Spain","NMC 811",130.675329319597,0.190849387271093
"PHEV","2022","Sweden","NMC 111",128.434661200257,0.127869707259642
"PHEV","2022","Sweden","LMO",4.0986,0.00408057122023476
"PHEV","2022","Sweden","NMC 622",570.593214218352,0.56808330854454
"PHEV","2022","Sweden","NMC 532",138.683366899327,0.138073331306947
"PHEV","2022","Sweden","NMC 811",162.608357682065,0.161893081668636
"PHEV","2022","Switzerland","NMC 111",67.71073728568,0.243980500818232
"PHEV","2022","Switzerland","LMO",8.2938,0.0298848536997721
"PHEV","2022","Switzerland","NMC 622",125.340849087602,0.451637721863104
"PHEV","2022","Switzerland","NMC 532",33.5452342812998,0.120872750587333
"PHEV","2022","Switzerland","NMC 811",42.6345793454179,0.153624173031559
"PHEV","2022","Thailand","NMC 111",33.2872674818747,0.189659260375707
"PHEV","2022","Thailand","LMO",5.6166,0.0320014312501389
"PHEV","2022","Thailand","NMC 622",53.0011135838307,0.301981891630837
"PHEV","2022","Thailand","NMC 532",34.167348889635,0.194673657816323
"PHEV","2022","Thailand","NMC 811",49.4385700446597,0.281683758926993
"PHEV","2022","Tunisia","NMC 111",0.0310012596704474,0.225792131612873
"PHEV","2022","Tunisia","NMC 622",0.0514314049357839,0.37459144162989
"PHEV","2022","Tunisia","NMC 532",0.024295464624531,0.176951672429213
"PHEV","2022","Tunisia","NMC 811",0.0305718707692377,0.222664754328024
"PHEV","2022","Turkey","NMC 111",0.468987574156788,0.0591357098562281
"PHEV","2022","Turkey","NMC 622",5.68502592564305,0.716837848568607
"PHEV","2022","Turkey","NMC 532",0.78672353422501,0.0991997596964972
"PHEV","2022","Turkey","NMC 811",0.989962965975147,0.124826681878667
"PHEV","2022","Ukraine","NMC 111",0.207883255908482,0.117981416520138
"PHEV","2022","Ukraine","NMC 622",1.33938484645353,0.760150310132535
"PHEV","2022","Ukraine","NMC 532",0.0950841003190895,0.0539637345738306
"PHEV","2022","Ukraine","NMC 811",0.119647797318902,0.0679045387734971
"PHEV","2022","United Arab Emirates","NMC 111",0.595741977853065,0.114819693139263
"PHEV","2022","United Arab Emirates","NMC 622",2.90632466307468,0.560147376520127
"PHEV","2022","United Arab Emirates","NMC 532",0.746759100344835,0.143925816776493
"PHEV","2022","United Arab Emirates","NMC 811",0.939674258727423,0.181107113564117
"PHEV","2022","United Kingdom","NMC 111",341.403716061887,0.216709673967454
"PHEV","2022","United Kingdom","NMC 622",713.637728438752,0.452989209504686
"PHEV","2022","United Kingdom","NMC 532",266.064449498564,0.168887265698983
"PHEV","2022","United Kingdom","NMC 811",254.290856000798,0.161413850828877
"PHEV","2022","United States","NMC 111",704.43771095032,0.224814101775664
"PHEV","2022","United States","LMO",15.6216,0.00498547411319151
"PHEV","2022","United States","NMC 622",1636.40691327942,0.522242555487413
"PHEV","2022","United States","NMC 532",379.422980425495,0.121088969558897
"PHEV","2022","United States","NMC 811",377.962745344766,0.120622950444713
"PHEV","2022","United States","NCA",19.5712,0.00624594862012174
"PHEV","2022","Uruguay","NMC 111",0.317666106522191,0.0676806942479527
"PHEV","2022","Uruguay","LFP",1.8341,0.390766149650588
"PHEV","2022","Uruguay","NMC 622",1.25098884594233,0.266530775085718
"PHEV","2022","Uruguay","NMC 532",0.580491806280222,0.123677306604786
"PHEV","2022","Uruguay","NMC 811",0.710353241255261,0.151345074410956
"PHEV","2022","Vietnam","NMC 622",0.3572,1
