"Powertrain","Year","Country","chemistry","MWh","unit","share_units","kwh_veh","kwh_veh_total"
"BEV","2022","United Arab Emirates","NMC 622",50.9352433118793,627.021269084118,0.153156147797782,12.3806618966046,80.8368588177821
"BEV","2022","United Arab Emirates","NMC 532",7.3301157422816,91.8432449775335,0.022433621147419,1.81346346546552,80.8368588177821
"BEV","2022","United Arab Emirates","NMC 811",16.3039919939402,171.469672219609,0.0418831637077697,3.38570339148704,80.8368588177821
"BEV","2022","United Arab Emirates","NMCA 89:4:4:3",254.4,3180,0.776746458231558,62.7897437812768,80.8368588177821
"BEV","2022","United Kingdom","NMC 111",429.299136147086,6125.51202540395,0.0215695397547227,1.46200154799494,67.7808411593407
"BEV","2022","United Kingdom","LFP",732.675,13263,0.0467025131255084,3.16553562390211,67.7808411593407
"BEV","2022","United Kingdom","NMC 622",6377.64612930255,95697.4140046278,0.336975777247104,22.8405016321313,67.7808411593407
"BEV","2022","United Kingdom","NMC 532",3734.34776643729,62818.1289178444,0.221199162354332,14.9930652881182,67.7808411593407
"BEV","2022","United Kingdom","NMC 811",2002.53826811307,28116.9450521238,0.0990071624327836,6.71078875049355,67.7808411593407
"BEV","2022","United Kingdom","NMC 721",2540.427,35067,0.123480134793953,8.36958740280292,67.7808411593407
"BEV","2022","United Kingdom","NMCA 89:4:4:3",3432.08,42901,0.151065710291596,10.2393609138976,67.7808411593407
"BEV","2022","United States","NMC 111",1112.9336112453,12208.8316483335,0.0151683797207974,1.23961700287649,81.7237586145633
"BEV","2022","United States","LFP",3668.115,66693,0.0828600784954907,6.77163705374925,81.7237586145633
"BEV","2022","United States","NMC 622",12723.1841449877,159199.489821746,0.197791105859265,16.1642325913501,81.7237586145633
"BEV","2022","United States","NMC 532",3754.79296940583,41189.9099592544,0.0511747735511375,4.1821948408481,81.7237586145633
"BEV","2022","United States","NMC 811",6003.20617436116,62580.7685706657,0.0777509992963804,6.35410389853847,81.7237586145633
"BEV","2022","United States","NMC 721",1170.779,14577,0.0181106167698074,1.4800676732566,81.7237586145633
"BEV","2022","United States","NCA",37345.38,448438,0.557144046307121,45.5319055539442,81.7237586145633
"BEV","2022","Uruguay","NMC 111",0.941474289619986,15.2907804456197,0.0111774710859793,0.646490874067525,57.8387426900585
"BEV","2022","Uruguay","LFP",35.4711,636,0.464912280701754,26.889941776957,57.8387426900585
"BEV","2022","Uruguay","NMC 622",25.2223104706662,436.206771713867,0.318864599206043,18.442727506447,57.8387426900585
