"Region","Country","Powertrain","kwh_veh","Vehicle"
"European Union","Bulgaria","PHEV",94,"Heavy truck"
"Africa","Burkina Faso","PHEV",94,"Heavy truck"
"Africa","Burundi","PHEV",94,"Heavy truck"
"Africa","Cabo Verde","PHEV",94,"Heavy truck"
"ASEAN","Cambodia","PHEV",94,"Heavy truck"
"Africa","Cameroon","PHEV",94,"Heavy truck"
"Canada","Canada","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Cayman Islands","PHEV",94,"Heavy truck"
"Africa","Central African Republic","PHEV",94,"Heavy truck"
"Africa","Chad","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Chile","PHEV",94,"Heavy truck"
"China","China","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Colombia","PHEV",94,"Heavy truck"
"Africa","Comoros","PHEV",94,"Heavy truck"
"Africa","Congo, Dem. Rep.","PHEV",94,"Heavy truck"
"Africa","Congo, Rep.","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Costa Rica","PHEV",94,"Heavy truck"
"Africa","Cote d'Ivoire","PHEV",94,"Heavy truck"
"European Union","Croatia","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Cuba","PHEV",94,"Heavy truck"
"European Union","Cyprus","PHEV",94,"Heavy truck"
"European Union","Czechia","PHEV",94,"Heavy truck"
"European Union","Denmark","PHEV",94,"Heavy truck"
"Africa","Djibouti","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Dominica","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Dominican Republic","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Ecuador","PHEV",94,"Heavy truck"
"Middle East","Egypt, Arab Rep.","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","El Salvador","PHEV",94,"Heavy truck"
"Africa","Equatorial Guinea","PHEV",94,"Heavy truck"
"Africa","Eritrea","PHEV",94,"Heavy truck"
"European Union","Estonia","PHEV",94,"Heavy truck"
"Africa","Ethiopia","PHEV",94,"Heavy truck"
"Other Asia Pacific","Fiji","PHEV",94,"Heavy truck"
"European Union","Finland","PHEV",94,"Heavy truck"
"European Union","France","PHEV",94,"Heavy truck"
"Other Asia Pacific","French Polynesia","PHEV",94,"Heavy truck"
"Africa","Gabon","PHEV",94,"Heavy truck"
"Africa","Gambia, The","PHEV",94,"Heavy truck"
"Other Europe","Georgia","PHEV",94,"Heavy truck"
"European Union","Germany","PHEV",94,"Heavy truck"
"Africa","Ghana","PHEV",94,"Heavy truck"
"European Union","Greece","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Grenada","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Guatemala","PHEV",94,"Heavy truck"
"Africa","Guinea","PHEV",94,"Heavy truck"
"Africa","Guinea-Bissau","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Guyana","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Haiti","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Honduras","PHEV",94,"Heavy truck"
"European Union","Hungary","PHEV",94,"Heavy truck"
"EFTA","Iceland","PHEV",94,"Heavy truck"
"India","India","PHEV",94,"Heavy truck"
"ASEAN","Indonesia","PHEV",94,"Heavy truck"
"Middle East","Iran, Islamic Rep.","PHEV",94,"Heavy truck"
"Middle East","Iraq","PHEV",94,"Heavy truck"
"European Union","Ireland","PHEV",94,"Heavy truck"
"Middle East","Israel","PHEV",94,"Heavy truck"
"European Union","Italy","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Jamaica","PHEV",94,"Heavy truck"
"Japan","Japan","PHEV",94,"Heavy truck"
"Middle East","Jordan","PHEV",94,"Heavy truck"
"Other Asia Pacific","Kazakhstan","PHEV",94,"Heavy truck"
"Africa","Kenya","PHEV",94,"Heavy truck"
"Other Asia Pacific","Kiribati","PHEV",94,"Heavy truck"
"South Korea","Korea, Rep.","PHEV",94,"Heavy truck"
"Middle East","Kuwait","PHEV",94,"Heavy truck"
"Other Asia Pacific","Kyrgyz Republic","PHEV",94,"Heavy truck"
"ASEAN","Lao PDR","PHEV",94,"Heavy truck"
"European Union","Latvia","PHEV",94,"Heavy truck"
"Middle East","Lebanon","PHEV",94,"Heavy truck"
"Africa","Lesotho","PHEV",94,"Heavy truck"
"Africa","Liberia","PHEV",94,"Heavy truck"
"Africa","Libya","PHEV",94,"Heavy truck"
"European Union","Lithuania","PHEV",94,"Heavy truck"
"European Union","Luxembourg","PHEV",94,"Heavy truck"
"Other Europe","Macedonia, FYR","PHEV",94,"Heavy truck"
"Africa","Madagascar","PHEV",94,"Heavy truck"
"Africa","Malawi","PHEV",94,"Heavy truck"
"ASEAN","Malaysia","PHEV",94,"Heavy truck"
"Other Asia Pacific","Maldives","PHEV",94,"Heavy truck"
"Africa","Mali","PHEV",94,"Heavy truck"
"European Union","Malta","PHEV",94,"Heavy truck"
"Africa","Mauritania","PHEV",94,"Heavy truck"
"Africa","Mauritius","PHEV",94,"Heavy truck"
"Mexico","Mexico","PHEV",94,"Heavy truck"
"Other Europe","Moldova","PHEV",94,"Heavy truck"
"Other Asia Pacific","Mongolia","PHEV",94,"Heavy truck"
"Other Europe","Montenegro","PHEV",94,"Heavy truck"
"Africa","Morocco","PHEV",94,"Heavy truck"
"Africa","Mozambique","PHEV",94,"Heavy truck"
"ASEAN","Myanmar","PHEV",94,"Heavy truck"
"Africa","Namibia","PHEV",94,"Heavy truck"
"Other Asia Pacific","Nepal","PHEV",94,"Heavy truck"
"European Union","Netherlands","PHEV",94,"Heavy truck"
"Australia/NZ","New Zealand","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Nicaragua","PHEV",94,"Heavy truck"
"Africa","Niger","PHEV",94,"Heavy truck"
"Africa","Nigeria","PHEV",94,"Heavy truck"
"EFTA","Norway","PHEV",94,"Heavy truck"
"Middle East","Oman","PHEV",94,"Heavy truck"
"Other Asia Pacific","Pakistan","PHEV",94,"Heavy truck"
"Other Asia Pacific","Palau","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Panama","PHEV",94,"Heavy truck"
"Other Asia Pacific","Papua New Guinea","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Paraguay","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Peru","PHEV",94,"Heavy truck"
"ASEAN","Philippines","PHEV",94,"Heavy truck"
"European Union","Poland","PHEV",94,"Heavy truck"
"European Union","Portugal","PHEV",94,"Heavy truck"
"Middle East","Qatar","PHEV",94,"Heavy truck"
"European Union","Romania","PHEV",94,"Heavy truck"
"Other Europe","Russian Federation","PHEV",94,"Heavy truck"
"Africa","Rwanda","PHEV",94,"Heavy truck"
"Other Asia Pacific","Samoa","PHEV",94,"Heavy truck"
"Africa","Sao Tome and Principe","PHEV",94,"Heavy truck"
"Middle East","Saudi Arabia","PHEV",94,"Heavy truck"
"Africa","Senegal","PHEV",94,"Heavy truck"
"Other Europe","Serbia","PHEV",94,"Heavy truck"
"Africa","Seychelles","PHEV",94,"Heavy truck"
"Africa","Sierra Leone","PHEV",94,"Heavy truck"
"ASEAN","Singapore","PHEV",94,"Heavy truck"
"European Union","Slovak Republic","PHEV",94,"Heavy truck"
"European Union","Slovenia","PHEV",94,"Heavy truck"
"Other Asia Pacific","Solomon Islands","PHEV",94,"Heavy truck"
"Africa","Somalia","PHEV",94,"Heavy truck"
"Africa","South Africa","PHEV",94,"Heavy truck"
"Africa","South Sudan","PHEV",94,"Heavy truck"
"European Union","Spain","PHEV",94,"Heavy truck"
"Other Asia Pacific","Sri Lanka","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","St. Kitts and Nevis","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","St. Lucia","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","PHEV",94,"Heavy truck"
"Africa","Sudan","PHEV",94,"Heavy truck"
"Africa","Swaziland","PHEV",94,"Heavy truck"
"European Union","Sweden","PHEV",94,"Heavy truck"
"EFTA","Switzerland","PHEV",94,"Heavy truck"
"Middle East","Syrian Arab Republic","PHEV",94,"Heavy truck"
"Other Asia Pacific","Tajikistan","PHEV",94,"Heavy truck"
"Africa","Tanzania","PHEV",94,"Heavy truck"
"ASEAN","Thailand","PHEV",94,"Heavy truck"
"Other Asia Pacific","Timor-Leste","PHEV",94,"Heavy truck"
"Africa","Togo","PHEV",94,"Heavy truck"
"Other Asia Pacific","Tonga","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Trinidad and Tobago","PHEV",94,"Heavy truck"
"Africa","Tunisia","PHEV",94,"Heavy truck"
"Middle East","Turkey","PHEV",94,"Heavy truck"
"Other Asia Pacific","Turkmenistan","PHEV",94,"Heavy truck"
"Africa","Uganda","PHEV",94,"Heavy truck"
"Other Europe","Ukraine","PHEV",94,"Heavy truck"
"Middle East","United Arab Emirates","PHEV",94,"Heavy truck"
"United Kingdom","United Kingdom","PHEV",94,"Heavy truck"
"United States","United States","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Uruguay","PHEV",94,"Heavy truck"
"Other Asia Pacific","Uzbekistan","PHEV",94,"Heavy truck"
"Other Asia Pacific","Vanuatu","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Venezuela, RB","PHEV",94,"Heavy truck"
"ASEAN","Vietnam","PHEV",94,"Heavy truck"
"Middle East","Yemen, Rep.","PHEV",94,"Heavy truck"
"Africa","Zambia","PHEV",94,"Heavy truck"
"Africa","Zimbabwe","PHEV",94,"Heavy truck"
"Other Asia Pacific","Afghanistan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Albania","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Algeria","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Angola","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Antigua and Barbuda","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Argentina","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Armenia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Aruba","PHEV",0.614510193933367,"Two/Three Wheelers"
"Australia/NZ","Australia","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Austria","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Azerbaijan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Bahamas, The","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Bahrain","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Bangladesh","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Barbados","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Belarus","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Belgium","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Belize","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Benin","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Bermuda","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Bhutan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Bolivia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Bosnia and Herzegovina","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Botswana","PHEV",0.614510193933367,"Two/Three Wheelers"
"Brazil","Brazil","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Brunei Darussalam","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Bulgaria","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Burkina Faso","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Burundi","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Cabo Verde","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Cambodia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Cameroon","PHEV",0.614510193933367,"Two/Three Wheelers"
"Canada","Canada","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Cayman Islands","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Central African Republic","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Chad","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Chile","PHEV",0.614510193933367,"Two/Three Wheelers"
"China","China","PHEV",0.558343949044586,"Two/Three Wheelers"
"Other Latin America and Caribbean","Colombia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Comoros","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Congo, Dem. Rep.","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Congo, Rep.","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Costa Rica","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Cote d'Ivoire","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Croatia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Cuba","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Cyprus","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Czechia","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Denmark","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Djibouti","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Dominica","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Dominican Republic","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Ecuador","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Egypt, Arab Rep.","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","El Salvador","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Equatorial Guinea","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Eritrea","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Estonia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Ethiopia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Fiji","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Finland","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","France","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","French Polynesia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Gabon","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Gambia, The","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Georgia","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Germany","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Ghana","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Greece","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Grenada","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Guatemala","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Guinea","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Guinea-Bissau","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Guyana","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Haiti","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Honduras","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Hungary","PHEV",0.614510193933367,"Two/Three Wheelers"
"EFTA","Iceland","PHEV",0.614510193933367,"Two/Three Wheelers"
"India","India","PHEV",0.778601398601399,"Two/Three Wheelers"
"ASEAN","Indonesia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Iran, Islamic Rep.","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Iraq","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Ireland","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Israel","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Italy","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Jamaica","PHEV",0.614510193933367,"Two/Three Wheelers"
"Japan","Japan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Jordan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Kazakhstan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Kenya","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Kiribati","PHEV",0.614510193933367,"Two/Three Wheelers"
"South Korea","Korea, Rep.","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Kuwait","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Kyrgyz Republic","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Lao PDR","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Latvia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Lebanon","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Lesotho","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Liberia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Libya","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Lithuania","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Luxembourg","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Macedonia, FYR","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Madagascar","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Malawi","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Malaysia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Maldives","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Mali","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Malta","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Mauritania","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Mauritius","PHEV",0.614510193933367,"Two/Three Wheelers"
"Mexico","Mexico","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Moldova","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Mongolia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Montenegro","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Morocco","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Mozambique","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Myanmar","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Namibia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Nepal","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Netherlands","PHEV",0.614510193933367,"Two/Three Wheelers"
"Australia/NZ","New Zealand","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Nicaragua","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Niger","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Nigeria","PHEV",0.614510193933367,"Two/Three Wheelers"
"EFTA","Norway","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Oman","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Pakistan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Palau","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Panama","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Papua New Guinea","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Paraguay","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Peru","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Philippines","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Poland","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Portugal","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Qatar","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Romania","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Russian Federation","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Rwanda","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Samoa","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Sao Tome and Principe","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Saudi Arabia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Senegal","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Serbia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Seychelles","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Sierra Leone","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Singapore","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Slovak Republic","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Slovenia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Solomon Islands","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Somalia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","South Africa","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","South Sudan","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Spain","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Sri Lanka","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","St. Kitts and Nevis","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","St. Lucia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Sudan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Swaziland","PHEV",0.614510193933367,"Two/Three Wheelers"
"European Union","Sweden","PHEV",0.614510193933367,"Two/Three Wheelers"
"EFTA","Switzerland","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Syrian Arab Republic","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Tajikistan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Tanzania","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Thailand","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Timor-Leste","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Togo","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Tonga","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Trinidad and Tobago","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Tunisia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","Turkey","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Turkmenistan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Uganda","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Europe","Ukraine","PHEV",0.614510193933367,"Two/Three Wheelers"
"Middle East","United Arab Emirates","PHEV",0.614510193933367,"Two/Three Wheelers"
"United Kingdom","United Kingdom","PHEV",0.614510193933367,"Two/Three Wheelers"
"United States","United States","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Uruguay","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Uzbekistan","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Asia Pacific","Vanuatu","PHEV",0.614510193933367,"Two/Three Wheelers"
"Other Latin America and Caribbean","Venezuela, RB","PHEV",0.614510193933367,"Two/Three Wheelers"
"ASEAN","Vietnam","PHEV",0.880645161290323,"Two/Three Wheelers"
"Middle East","Yemen, Rep.","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Zambia","PHEV",0.614510193933367,"Two/Three Wheelers"
"Africa","Zimbabwe","PHEV",0.614510193933367,"Two/Three Wheelers"
