"Region","Country","Powertrain","kwh_veh","Vehicle"
"Other Latin America and Caribbean","Ecuador","BEV",470,"Heavy truck"
"Middle East","Egypt, Arab Rep.","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","El Salvador","BEV",470,"Heavy truck"
"Africa","Equatorial Guinea","BEV",470,"Heavy truck"
"Africa","Eritrea","BEV",470,"Heavy truck"
"European Union","Estonia","BEV",470,"Heavy truck"
"Africa","Ethiopia","BEV",470,"Heavy truck"
"Other Asia Pacific","Fiji","BEV",470,"Heavy truck"
"European Union","Finland","BEV",470,"Heavy truck"
"European Union","France","BEV",470,"Heavy truck"
"Other Asia Pacific","French Polynesia","BEV",470,"Heavy truck"
"Africa","Gabon","BEV",470,"Heavy truck"
"Africa","Gambia, The","BEV",470,"Heavy truck"
"Other Europe","Georgia","BEV",470,"Heavy truck"
"European Union","Germany","BEV",470,"Heavy truck"
"Africa","Ghana","BEV",470,"Heavy truck"
"European Union","Greece","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Grenada","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Guatemala","BEV",470,"Heavy truck"
"Africa","Guinea","BEV",470,"Heavy truck"
"Africa","Guinea-Bissau","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Guyana","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Haiti","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Honduras","BEV",470,"Heavy truck"
"European Union","Hungary","BEV",470,"Heavy truck"
"EFTA","Iceland","BEV",470,"Heavy truck"
"India","India","BEV",470,"Heavy truck"
"ASEAN","Indonesia","BEV",470,"Heavy truck"
"Middle East","Iran, Islamic Rep.","BEV",470,"Heavy truck"
"Middle East","Iraq","BEV",470,"Heavy truck"
"European Union","Ireland","BEV",470,"Heavy truck"
"Middle East","Israel","BEV",470,"Heavy truck"
"European Union","Italy","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Jamaica","BEV",470,"Heavy truck"
"Japan","Japan","BEV",470,"Heavy truck"
"Middle East","Jordan","BEV",470,"Heavy truck"
"Other Asia Pacific","Kazakhstan","BEV",470,"Heavy truck"
"Africa","Kenya","BEV",470,"Heavy truck"
"Other Asia Pacific","Kiribati","BEV",470,"Heavy truck"
"South Korea","Korea, Rep.","BEV",470,"Heavy truck"
"Middle East","Kuwait","BEV",470,"Heavy truck"
"Other Asia Pacific","Kyrgyz Republic","BEV",470,"Heavy truck"
"ASEAN","Lao PDR","BEV",470,"Heavy truck"
"European Union","Latvia","BEV",470,"Heavy truck"
"Middle East","Lebanon","BEV",470,"Heavy truck"
"Africa","Lesotho","BEV",470,"Heavy truck"
"Africa","Liberia","BEV",470,"Heavy truck"
"Africa","Libya","BEV",470,"Heavy truck"
"European Union","Lithuania","BEV",470,"Heavy truck"
"European Union","Luxembourg","BEV",470,"Heavy truck"
"Other Europe","Macedonia, FYR","BEV",470,"Heavy truck"
"Africa","Madagascar","BEV",470,"Heavy truck"
"Africa","Malawi","BEV",470,"Heavy truck"
"ASEAN","Malaysia","BEV",470,"Heavy truck"
"Other Asia Pacific","Maldives","BEV",470,"Heavy truck"
"Africa","Mali","BEV",470,"Heavy truck"
"European Union","Malta","BEV",470,"Heavy truck"
"Africa","Mauritania","BEV",470,"Heavy truck"
"Africa","Mauritius","BEV",470,"Heavy truck"
"Mexico","Mexico","BEV",470,"Heavy truck"
"Other Europe","Moldova","BEV",470,"Heavy truck"
"Other Asia Pacific","Mongolia","BEV",470,"Heavy truck"
"Other Europe","Montenegro","BEV",470,"Heavy truck"
"Africa","Morocco","BEV",470,"Heavy truck"
"Africa","Mozambique","BEV",470,"Heavy truck"
"ASEAN","Myanmar","BEV",470,"Heavy truck"
"Africa","Namibia","BEV",470,"Heavy truck"
"Other Asia Pacific","Nepal","BEV",470,"Heavy truck"
"European Union","Netherlands","BEV",470,"Heavy truck"
"Australia/NZ","New Zealand","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Nicaragua","BEV",470,"Heavy truck"
"Africa","Niger","BEV",470,"Heavy truck"
"Africa","Nigeria","BEV",470,"Heavy truck"
"EFTA","Norway","BEV",470,"Heavy truck"
"Middle East","Oman","BEV",470,"Heavy truck"
"Other Asia Pacific","Pakistan","BEV",470,"Heavy truck"
"Other Asia Pacific","Palau","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Panama","BEV",470,"Heavy truck"
"Other Asia Pacific","Papua New Guinea","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Paraguay","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Peru","BEV",470,"Heavy truck"
"ASEAN","Philippines","BEV",470,"Heavy truck"
"European Union","Poland","BEV",470,"Heavy truck"
"European Union","Portugal","BEV",470,"Heavy truck"
"Middle East","Qatar","BEV",470,"Heavy truck"
"European Union","Romania","BEV",470,"Heavy truck"
"Other Europe","Russian Federation","BEV",470,"Heavy truck"
"Africa","Rwanda","BEV",470,"Heavy truck"
"Other Asia Pacific","Samoa","BEV",470,"Heavy truck"
"Africa","Sao Tome and Principe","BEV",470,"Heavy truck"
"Middle East","Saudi Arabia","BEV",470,"Heavy truck"
"Africa","Senegal","BEV",470,"Heavy truck"
"Other Europe","Serbia","BEV",470,"Heavy truck"
"Africa","Seychelles","BEV",470,"Heavy truck"
"Africa","Sierra Leone","BEV",470,"Heavy truck"
"ASEAN","Singapore","BEV",470,"Heavy truck"
"European Union","Slovak Republic","BEV",470,"Heavy truck"
"European Union","Slovenia","BEV",470,"Heavy truck"
"Other Asia Pacific","Solomon Islands","BEV",470,"Heavy truck"
"Africa","Somalia","BEV",470,"Heavy truck"
"Africa","South Africa","BEV",470,"Heavy truck"
"Africa","South Sudan","BEV",470,"Heavy truck"
"European Union","Spain","BEV",470,"Heavy truck"
"Other Asia Pacific","Sri Lanka","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","St. Kitts and Nevis","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","St. Lucia","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","BEV",470,"Heavy truck"
"Africa","Sudan","BEV",470,"Heavy truck"
"Africa","Swaziland","BEV",470,"Heavy truck"
"European Union","Sweden","BEV",470,"Heavy truck"
"EFTA","Switzerland","BEV",470,"Heavy truck"
"Middle East","Syrian Arab Republic","BEV",470,"Heavy truck"
"Other Asia Pacific","Tajikistan","BEV",470,"Heavy truck"
"Africa","Tanzania","BEV",470,"Heavy truck"
"ASEAN","Thailand","BEV",470,"Heavy truck"
"Other Asia Pacific","Timor-Leste","BEV",470,"Heavy truck"
"Africa","Togo","BEV",470,"Heavy truck"
"Other Asia Pacific","Tonga","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Trinidad and Tobago","BEV",470,"Heavy truck"
"Africa","Tunisia","BEV",470,"Heavy truck"
"Middle East","Turkey","BEV",470,"Heavy truck"
"Other Asia Pacific","Turkmenistan","BEV",470,"Heavy truck"
"Africa","Uganda","BEV",470,"Heavy truck"
"Other Europe","Ukraine","BEV",470,"Heavy truck"
"Middle East","United Arab Emirates","BEV",470,"Heavy truck"
"United Kingdom","United Kingdom","BEV",470,"Heavy truck"
"United States","United States","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Uruguay","BEV",470,"Heavy truck"
"Other Asia Pacific","Uzbekistan","BEV",470,"Heavy truck"
"Other Asia Pacific","Vanuatu","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Venezuela, RB","BEV",470,"Heavy truck"
"ASEAN","Vietnam","BEV",470,"Heavy truck"
"Middle East","Yemen, Rep.","BEV",470,"Heavy truck"
"Africa","Zambia","BEV",470,"Heavy truck"
"Africa","Zimbabwe","BEV",470,"Heavy truck"
"Other Asia Pacific","Afghanistan","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Albania","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Algeria","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Angola","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Antigua and Barbuda","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Argentina","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Armenia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Aruba","BEV",3.07255096966683,"Two/Three Wheelers"
"Australia/NZ","Australia","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Austria","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Azerbaijan","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Bahamas, The","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Bahrain","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Bangladesh","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Barbados","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Belarus","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Belgium","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Belize","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Benin","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Bermuda","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Bhutan","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Bolivia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Bosnia and Herzegovina","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Botswana","BEV",3.07255096966683,"Two/Three Wheelers"
"Brazil","Brazil","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Brunei Darussalam","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Bulgaria","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Burkina Faso","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Burundi","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Cabo Verde","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Cambodia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Cameroon","BEV",3.07255096966683,"Two/Three Wheelers"
"Canada","Canada","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Cayman Islands","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Central African Republic","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Chad","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Chile","BEV",3.07255096966683,"Two/Three Wheelers"
"China","China","BEV",2.79171974522293,"Two/Three Wheelers"
"Other Latin America and Caribbean","Colombia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Comoros","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Congo, Dem. Rep.","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Congo, Rep.","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Costa Rica","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Cote d'Ivoire","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Croatia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Cuba","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Cyprus","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Czechia","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Denmark","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Djibouti","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Dominica","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Dominican Republic","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Ecuador","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Egypt, Arab Rep.","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","El Salvador","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Equatorial Guinea","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Eritrea","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Estonia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Ethiopia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Fiji","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Finland","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","France","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","French Polynesia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Gabon","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Gambia, The","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Georgia","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Germany","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Ghana","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Greece","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Grenada","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Guatemala","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Guinea","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Guinea-Bissau","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Guyana","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Haiti","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Honduras","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Hungary","BEV",3.07255096966683,"Two/Three Wheelers"
"EFTA","Iceland","BEV",3.07255096966683,"Two/Three Wheelers"
"India","India","BEV",3.89300699300699,"Two/Three Wheelers"
"ASEAN","Indonesia","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Iran, Islamic Rep.","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Iraq","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Ireland","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Israel","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Italy","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Jamaica","BEV",3.07255096966683,"Two/Three Wheelers"
"Japan","Japan","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Jordan","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Kazakhstan","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Kenya","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Kiribati","BEV",3.07255096966683,"Two/Three Wheelers"
"South Korea","Korea, Rep.","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Kuwait","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Kyrgyz Republic","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Lao PDR","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Latvia","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Lebanon","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Lesotho","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Liberia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Libya","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Lithuania","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Luxembourg","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Macedonia, FYR","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Madagascar","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Malawi","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Malaysia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Maldives","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Mali","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Malta","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Mauritania","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Mauritius","BEV",3.07255096966683,"Two/Three Wheelers"
"Mexico","Mexico","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Moldova","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Mongolia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Montenegro","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Morocco","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Mozambique","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Myanmar","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Namibia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Nepal","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Netherlands","BEV",3.07255096966683,"Two/Three Wheelers"
"Australia/NZ","New Zealand","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Nicaragua","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Niger","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Nigeria","BEV",3.07255096966683,"Two/Three Wheelers"
"EFTA","Norway","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Oman","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Pakistan","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Palau","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Panama","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Papua New Guinea","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Paraguay","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Peru","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Philippines","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Poland","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Portugal","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Qatar","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Romania","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Russian Federation","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Rwanda","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Samoa","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Sao Tome and Principe","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Saudi Arabia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Senegal","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Serbia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Seychelles","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Sierra Leone","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Singapore","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Slovak Republic","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Slovenia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Solomon Islands","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Somalia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","South Africa","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","South Sudan","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Spain","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Sri Lanka","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","St. Kitts and Nevis","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","St. Lucia","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Sudan","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Swaziland","BEV",3.07255096966683,"Two/Three Wheelers"
"European Union","Sweden","BEV",3.07255096966683,"Two/Three Wheelers"
"EFTA","Switzerland","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Syrian Arab Republic","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Tajikistan","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Tanzania","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Thailand","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Timor-Leste","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Togo","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Tonga","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Trinidad and Tobago","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Tunisia","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","Turkey","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Turkmenistan","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Uganda","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Europe","Ukraine","BEV",3.07255096966683,"Two/Three Wheelers"
"Middle East","United Arab Emirates","BEV",3.07255096966683,"Two/Three Wheelers"
"United Kingdom","United Kingdom","BEV",3.07255096966683,"Two/Three Wheelers"
"United States","United States","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Uruguay","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Uzbekistan","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Vanuatu","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Latin America and Caribbean","Venezuela, RB","BEV",3.07255096966683,"Two/Three Wheelers"
"ASEAN","Vietnam","BEV",4.40322580645161,"Two/Three Wheelers"
"Middle East","Yemen, Rep.","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Zambia","BEV",3.07255096966683,"Two/Three Wheelers"
"Africa","Zimbabwe","BEV",3.07255096966683,"Two/Three Wheelers"
"Other Asia Pacific","Afghanistan","PHEV",32.6,"Van"
"Other Europe","Albania","PHEV",32.6,"Van"
"Africa","Algeria","PHEV",32.6,"Van"
"Africa","Angola","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Antigua and Barbuda","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Argentina","PHEV",32.6,"Van"
"Other Europe","Armenia","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Aruba","PHEV",32.6,"Van"
"Australia/NZ","Australia","PHEV",32.6,"Van"
"European Union","Austria","PHEV",32.6,"Van"
"Other Europe","Azerbaijan","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Bahamas, The","PHEV",32.6,"Van"
"Middle East","Bahrain","PHEV",32.6,"Van"
"Other Asia Pacific","Bangladesh","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Barbados","PHEV",32.6,"Van"
"Other Europe","Belarus","PHEV",32.6,"Van"
"European Union","Belgium","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Belize","PHEV",32.6,"Van"
"Africa","Benin","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Bermuda","PHEV",32.6,"Van"
"Other Asia Pacific","Bhutan","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Bolivia","PHEV",32.6,"Van"
"Other Europe","Bosnia and Herzegovina","PHEV",32.6,"Van"
"Africa","Botswana","PHEV",32.6,"Van"
"Brazil","Brazil","PHEV",32.6,"Van"
"ASEAN","Brunei Darussalam","PHEV",32.6,"Van"
"European Union","Bulgaria","PHEV",32.6,"Van"
"Africa","Burkina Faso","PHEV",32.6,"Van"
"Africa","Burundi","PHEV",32.6,"Van"
"Africa","Cabo Verde","PHEV",32.6,"Van"
"ASEAN","Cambodia","PHEV",32.6,"Van"
"Africa","Cameroon","PHEV",32.6,"Van"
"Canada","Canada","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Cayman Islands","PHEV",32.6,"Van"
"Africa","Central African Republic","PHEV",32.6,"Van"
"Africa","Chad","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Chile","PHEV",32.6,"Van"
"China","China","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Colombia","PHEV",32.6,"Van"
"Africa","Comoros","PHEV",32.6,"Van"
"Africa","Congo, Dem. Rep.","PHEV",32.6,"Van"
"Africa","Congo, Rep.","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Costa Rica","PHEV",32.6,"Van"
"Africa","Cote d'Ivoire","PHEV",32.6,"Van"
"European Union","Croatia","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Cuba","PHEV",32.6,"Van"
"European Union","Cyprus","PHEV",32.6,"Van"
"European Union","Czechia","PHEV",32.6,"Van"
"European Union","Denmark","PHEV",32.6,"Van"
"Africa","Djibouti","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Dominica","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Dominican Republic","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Ecuador","PHEV",32.6,"Van"
"Middle East","Egypt, Arab Rep.","PHEV",32.6,"Van"
"Other Latin America and Caribbean","El Salvador","PHEV",32.6,"Van"
"Africa","Equatorial Guinea","PHEV",32.6,"Van"
"Africa","Eritrea","PHEV",32.6,"Van"
"European Union","Estonia","PHEV",32.6,"Van"
"Africa","Ethiopia","PHEV",32.6,"Van"
"Other Asia Pacific","Fiji","PHEV",32.6,"Van"
"European Union","Finland","PHEV",32.6,"Van"
"European Union","France","PHEV",32.6,"Van"
"Other Asia Pacific","French Polynesia","PHEV",32.6,"Van"
"Africa","Gabon","PHEV",32.6,"Van"
"Africa","Gambia, The","PHEV",32.6,"Van"
"Other Europe","Georgia","PHEV",32.6,"Van"
"European Union","Germany","PHEV",32.6,"Van"
"Africa","Ghana","PHEV",32.6,"Van"
"European Union","Greece","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Grenada","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Guatemala","PHEV",32.6,"Van"
"Africa","Guinea","PHEV",32.6,"Van"
"Africa","Guinea-Bissau","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Guyana","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Haiti","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Honduras","PHEV",32.6,"Van"
"European Union","Hungary","PHEV",32.6,"Van"
"EFTA","Iceland","PHEV",32.6,"Van"
"India","India","PHEV",32.6,"Van"
"ASEAN","Indonesia","PHEV",32.6,"Van"
"Middle East","Iran, Islamic Rep.","PHEV",32.6,"Van"
"Middle East","Iraq","PHEV",32.6,"Van"
"European Union","Ireland","PHEV",32.6,"Van"
"Middle East","Israel","PHEV",32.6,"Van"
"European Union","Italy","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Jamaica","PHEV",32.6,"Van"
"Japan","Japan","PHEV",32.6,"Van"
"Middle East","Jordan","PHEV",32.6,"Van"
"Other Asia Pacific","Kazakhstan","PHEV",32.6,"Van"
"Africa","Kenya","PHEV",32.6,"Van"
"Other Asia Pacific","Kiribati","PHEV",32.6,"Van"
"South Korea","Korea, Rep.","PHEV",32.6,"Van"
"Middle East","Kuwait","PHEV",32.6,"Van"
"Other Asia Pacific","Kyrgyz Republic","PHEV",32.6,"Van"
"ASEAN","Lao PDR","PHEV",32.6,"Van"
"European Union","Latvia","PHEV",32.6,"Van"
"Middle East","Lebanon","PHEV",32.6,"Van"
"Africa","Lesotho","PHEV",32.6,"Van"
"Africa","Liberia","PHEV",32.6,"Van"
"Africa","Libya","PHEV",32.6,"Van"
"European Union","Lithuania","PHEV",32.6,"Van"
"European Union","Luxembourg","PHEV",32.6,"Van"
